ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN001246,dig out sea-sausages,hovu_iobo,,,,fishing,,
SN001247,husk (coconuts) leaving (the coconut husks) behind,hovu_kahi,,,a6f7a3126d71f30cc686a8819a57de08,food & drink,,
SN001248,husk coconuts,hovu_overe,,,6c013e0423de64aafcfc3d6dd146940c,food & drink,,
SN001249,use something for husking coconuts,hovu_overe_ni,,,6c013e0423de64aafcfc3d6dd146940c,food & drink,,
SN001250,dig out many sea-sausages,hovuhovu_iobo,,,,fishing,,
SN001251,use something to husk coconuts; husk coconuts with something,hovuhovu_ni,,,,food & drink,,
SN001252,paddle (a canoe),hua,,,758fd39176354e7bfd4f2ee445d04f71,motion ; boats & other means of transport,,
SN001253,paddle ashore,hua_gunaha,,,3bd29889a9fed5ad86a39da6cf134aec,motion ; spatial relations,,
SN001254,paddle to the deep sea,hua_hiava,,,,motion ; spatial relations,,
SN001255,use something for paddling up to the deep sea,hua_hiava_ni,,,,motion ; spatial relations ; unclassified,,
SN001256,paddle into something,hua_hovo,,,,motion ; spatial relations,,
SN001257,paddle somewhere,hua_kaakoo,,,,motion,,
SN001258,paddle away from something or a place,hua_kahi,,,,motion,,
SN001259,use something for paddling,hua_ni,,,baf42df06c50bf9728a76feabe5c0939,"motion ; animals, reptiles",,
SN001260,paddle past somebody or something,hua_oha,,,,motion ; spatial relations,,
SN001261,paddle across,hua_pahana,,,713092c35d3edbbc6f9b2a46dbcf5dec,motion ; spatial relations,,
SN001262,paddle and block the route (of fish),hua_pina,,,,motion ; fishing,,
SN001263,paddle ashore,hua_takin,,,073d12b3829cb67fa93f35495ea46567,motion ; spatial relations,,
SN001264,paddle around something,hua_taviri,,,,motion ; spatial relations,,
SN001265,paddle and come to a person or place,hua_tavusu,,,,motion ; spatial relations,,
SN001266,paddle close to something,hua_vahuusu,In Aro 03R.021 the object is understood by the context.,,,motion,,
SN001267,paddle away and lose sight of a place,hua_varavihi_kahi,,,,motion,,
SN001268,paddle home,hua_voosu,,,cbdd730ed0c78deaba8753cd47a7e812 ; 095b17ebdd571bd633c36c532564adab,motion,,
SN001269,paddle home leaving somebody or something behind,hua_voosu_kahi,,,,motion,,
SN001270,be used to paddle,huahua_1,,,,motion,,
SN001271,paddle (front legs of a turtle),huahua_2,,,ebc22a12743ace73c4b5049464121334,"animals, reptiles",,
SN001272,paddle many times for somebody,huahua_ki,,,,motion,,
SN001273,use something for paddling,huahua_ni,,,ebc22a12743ace73c4b5049464121334 ; baf42df06c50bf9728a76feabe5c0939,motion ; unclassified,,
SN001274,paddle across (the bay) from (an island),huahua_pahana_kahi,,,,motion,,
SN001275,rain (substance),huan,,,,environment ; substances,,
SN001276,shovel water with the arms when playing the vasipau game,huga,,,,culture,,
SN001277,tie a fishing net by using strings that are made of the fibres of young bredfruit trees or of kave-vines.,huha_1,,,,tools & weapons,,
SN001278,sew (leaves) together,huha_2,,,573ea59bfb80557b60c70e77eb4691ea ; c20af0b7505569dd03a018275baa1c94,house,,
SN001279,sew sagoplam thatch,huha_atovo,,,573ea59bfb80557b60c70e77eb4691ea ; c20af0b7505569dd03a018275baa1c94,house,,
SN001280,use something for sewing sago palm leaves,huha_atovo_ni,,,,house,,
SN001281,tie fishing nets,huha_kave,,,,tools & weapons,,
SN001282,breast of a woman,huhu_1,,,,body & health,,
SN001283,suckle; be breastfed,huhu_2,,,,body & health,,
SN001284,move (i.e. to make room for someone),huka,,,,motion,,
SN001285,move aside; move and make room for someone,huka_ki,,,,motion,,
SN001286,be stuck into the bamboo wall,hukepe,,,ddf2479aae299255e8e224a5ee57e494,position,,
SN001287,place,hum_1,,,3aaf8bab75a9101457326662fbcbb0da,unclassified,,
SN001288,piece; part; side,hum_2,,,,unclassified,,
SN001289,weather,hum_3,"<hum> 'weather' is always preceded by the plural marker <maa> 'PLM', which is a n2 and forms the head of the construction.",,,environment,,
SN001290,restaurant,hum_aniani,,,,unclassified,,
SN001291,toilet,hum_bebeaka,,,,unclassified,,
SN001292,important issue,hum_beera,,,,unclassified,,
SN001293,place with corals,hum_evaeva,,,,environment,,
SN001294,sleeping place,hum_goroho,,,,unclassified,,
SN001295,status (lit. sitting place),hum_hiihio,,,,unclassified,,
SN001296,place where sea-sausages move underground,hum_hovohovo_iobo,,,,environment,,
SN001297,sandy place,hum_kasuana_1,,,,environment,,
SN001298,piece of land,hum_kasuana_2,,,,environment,,
SN001299,soccer field,hum_kiiki_baara,,,,unclassified,,
SN001300,area in the sea with reef sections,hum_masimasi_romrom,,,,environment,,
SN001301,good side; good part,hum_mataa,,,,evaluation,,
SN001302,knowledge,hum_nata,,,,cognition,,
SN001303,place where spirits live,hum_oraoraa,,,,culture,,
SN001304,place where a person or an animal lives; habitat; place of residence,hum_popo,,,,environment,,
SN001305,word,hum_sue,,,,communication,,
SN001306,place where you go into the jungle,hum_tagitagihu,,,,environment,,
SN001307,habitat,hum_teitei,,,,environment,,
SN001308,scaffold,hum_tokatoka,,,,house,,
SN001309,some coconut oil,hum_vaanomo,,,,substances,,
SN001310,shop; place where something is sold,hum_vaavon,,,,economics,,
SN001311,fishing area,hum_vagana,,,,environment,,
SN001312,meeting room,hum_vahiihio,,,,social interaction,,
SN001313,place full of stones,hum_vasuvasu,,,,environment,,
SN001314,place where dead bodies are sunk in the sea,hum_vavaadovo_mate,,,,culture,,
SN001315,meeting place,hum_vavaagum,,,,social interaction,,
SN001316,place where pots are kept,hum_vavaatii_nahu,,,,house,,
SN001317,place where the food is placed,LX000016,,,,house,,
SN001318,"pieces, parts",humhum_1,,,,unclassified,,
SN001319,places; locations,humhum_2,,,,environment,,
SN001320,God,Hunavaan,,,,culture,,
SN001321,full of juice; juicy,hunhunuana,,,,plants,,
SN001322,full of juice; juicy,hunuhunuana,,,,food & drink ; plants,,
SN001323,comb something with something,hupihupi,,,94d2973f1dfd08f04f2e100d19646de4,clothing & grooming,,
SN001324,push something away from its place with a stick,huriki_kahi,,,,removal,,
SN001325,talk about something,hutate_1,,,,communication,,
SN001326,story; legend; folktale,hutate_2,,,,communication,,
SN001327,"prick, pierce, poke, give an injection",huu_1,,,,unclassified,,
SN001328,injection,huu_2,,,,body & health,,
SN001329,prick or poke something to test it,huu_butara,,,,food & drink,,
SN001330,"inject; push a long and thin thing like a stick, the stalk of a flower or a needle into something",huu_ni,,,,fishing ; transfer,,
SN001331,"pierce something (ears, noses)",huu_nibusu,,,,body & health ; unclassified,,
SN001332,paddle (habitually),huuhua_1,,,,motion,,
SN001333,"paddling, kind of fishing",huuhua_2,,,,fishing,,
SN001334,paddle for somebody,huuhua_ki,,,,motion,,
SN001335,paddle and block the way (of the fish),huuhua_pina,,,,motion ; fishing,,
SN001336,prick or poke something many times,huuhuu,,,,unclassified,,
SN001337,be/become liquid; flooded; juicy,huun_1,,,,environment ; physical properties,,
SN001338,liquid; puddle of water; soup,huun_2,,,,substances,,
SN001339,fish soup,huun_iana,,,,food & drink,,
SN001340,juice; liquid of a fruit,LX000017,,,,food & drink,,
SN001341,peel something,huvi,,,,food & drink,,
SN001342,use something for peeling,huvi_ni,,,,food & drink,,
SN001343,"him, her, it",i_1,The 3rd person object pronoun is only used when the subject is a first or a second pronoun.,,,grammar,,
SN001344,this here,i_2,,,,grammar,,
SN001345,"mum, mother, aunt",iaa,,,,kinship,,
SN001346,parents,iaa_bo_tetee,,,,kinship,,
SN001347,grater,iaha,,,9f8941c31c107648abaeda0041c12ed6 ; ff1cc39a66de6c54ac65a6607b8e6e79,tools & weapons,,
SN001348,fish and other creatures that swim,iana,,,42b5d2646d286a44dc2510c1ad63e404,"animals, fishes",,
SN001349,fish of the ocean; fish of the deep sea,iana_vaa_namana,,,e99038e6948efc5f20ca1aded3fb90a6 ; deb7d51947625a7ca43a942ba17591b3,"animals, fishes",,
SN001350,freshwater fish,iana_vaa_ruene,,,,"animals, fishes",,
SN001351,saltwater fish,iana_vaa_tahii,,,4cd49d4ddfbc7cfff77225c9a3aabbdc ; 83882fcb446e406967b0cfaf72f2aa73,"animals, fishes",,
SN001352,"string on which small things like sea-sausages, little fish, or shellfish are threaded",ibu,Only used as the first part of a compound.,,e65b21e9da4541ed916c05b886b78d0a,groups & collections,,
SN001353,cluster of Cut Nuts,ibu_karuu,,,05386917f7d4fd0675a47e16aa699d96,plants,,
SN001354,cluster of young coconuts,ibu_magura,,,2b878dad266af396198f2614f83110bb,groups & collections ; food & drink,,
SN001355,cluster of coconuts,ibu_overe,,,b01e499298b310e2aad2d2db2d5b0911,plants,,
SN001356,put something on a thread,ibuibun,,,,transfer,,
SN001357,kind of cerith,ibukaruu,,,f3384adc2916c7a07c5cc203c20e38ce,"animals, shellfish",,cerithiidae
SN001358,put or thread something onto a string or thin stick,ibun_1,,,527d5a37e9d1dc95f2652fef527a7b63,transfer,,
SN001359,string or thin stick onto which something is thread,ibun_2,,,e65b21e9da4541ed916c05b886b78d0a,tools & weapons,,
SN001360,fish thread,ibun_iana,,,e65b21e9da4541ed916c05b886b78d0a ; 6cd1f1587517d610793577919b235762,tools & weapons,,
SN001361,thread shells on a string,ibun_kehaa,,,79e67cd15d3a1162dcbad1518a8a9ae1,transfer,,
SN001362,cluster of coconuts,ibun_overe,,,b01e499298b310e2aad2d2db2d5b0911 ; b6cb02c8e052473645557bbcd0f69cca,plants ; groups & collections,,
SN001363,string; cluster,ibuu,<ibuu> is only used as the head of compounds,,2b878dad266af396198f2614f83110bb,groups & collections,,
SN001364,sick,igoigosi,,,,body & health,,
SN001365,be disgusted by something,igoigosi_ni,,,,emotions,,
SN001366,kind of little fish,igoro,,,cc8e393792481e8a3a30e81c3c86a287 ; a460c30f1986081b9d7e5922cd2daa64,"animals, fishes",,
SN001367,be disgusted by something,igosi_ni,,,,emotions,,
SN001368,oh; gosh,ih,,,,emotions,,
SN001369,nose (of humans and animals); beak,ihu_1,,,a0cfdbf49ba624b82a81c2e5d6b2e6d6 ; 8620b643fdf985846707b0e0fb905e6b ; 93bbcbe8fcfdc20e3b49a17a345dcc29,body & health,,
SN001370,pointed end of something,ihu_2,,,04d2fb56f899f298702045ec9e9882c1,spatial relations,,
SN001371,having a nose eaten away by sores,ihu_govaa,,,,body & health,,
SN001372,having a fine nose,ihu_tamamata,,,,body & health,,
SN001373,wait for something; wait for somebody,ihuana,,,,unclassified,,
SN001374,wait until,ihuana_antee,,,,unclassified,,
SN001375,having long noses or beaks,ihuihu_beebebeahu,"In inalienable possessive constructions referring to the same kind of body part of more than one person or animal, the form of the NP is singular as in <a ihu ria abana> 'the beaks of these guys' in [Sii 43W 062], but the predicative NP < ihuihu beebebeahu> is marked for distributional plurality by reduplication and takes the plural article <o> ART2.PL",,93bbcbe8fcfdc20e3b49a17a345dcc29,body & health,,
SN001376,wait for somebody or something,ihuihuana,,,,unclassified,,
SN001377,nose,ihuna,,,,body & health,,
SN001378,sleepy; fall asleep,iki,,,,body & health,,
SN001379,swing onself; hold on and hang down,iku,,,,motion,,
SN001380,hang down; dangle down,iku_gunaha,,,e27200f76bafda9bb76e1296854f11de ; e1181cebb48fa848ce5debc822b79c6e,spatial relations,,
SN001381,hook a fruit down from a tree (using a stick),ikuna_1,,,,transfer,,
SN001382,"hooking stick, stick used to hook down fruit from a tree",ikuna_2,,,,tools & weapons,,
SN001383,"planting stick made from the booboo tree; the stem of the coconut, the kugumaru or the Albert palm",inaho,,,1343e35d131aa9cbe417c8e320425281,tools & weapons,,
SN001384,"planting stick made from the booboo tree; the stem of the coconut, the kugumaru or the Albert palm",inahoo,,,1343e35d131aa9cbe417c8e320425281,tools & weapons,,
SN001385,recognise somebody or something,inana,,,,cognition,,
SN001386,erima tree (trade name),inimoo,,,037bae886da4f93a197a7e2e239b2c8b ; 72e119b75b90e07669ec51b74dba7cd1 ; 6c7260c7439116dd27407c247abe5a06,plants,,octomeles sumatrana
SN001387,rub a stick against a soft piece of wood to make fire,ino,,,57f625eb0c5ce0df9d6d5ad7aaa64ec5 ; de07d13bd6aa50295197e05353f6eae8,fire,,
SN001388,house,inu,,,62a05965c6832950555f0cb09cb98f77,house,,
SN001389,house made of sago palm leaves,inu_atovo,,,3075905ab8a10a7b555a2a95a52e8f0c ; 51e7cf44f36b72f0aaa7c485e78c1344,house,,
SN001390,house with walls made of nipa palm leaves,inu_basu,,,7a638bd855d8d373e3f837931fbcc6a3,house,,
SN001391,toilet,inu_bebeaka,,,,house,,
SN001392,dwelling house,inu_goroho,,,24924bbb45b151642ced375be2d47e31 ; 68fac89a40cb24703e48554e47f93383 ; 5673a138ab7080b606288dc29d2c7ece,house,,
SN001393,church (building),inu_lotu,,,bf4a1e83a9de01cd242ef355a2ab2393 ; a75a51ff0fed5a924ee62453c50ec3aa ; fcecd9b5dce98aca008a0bf0fd87203c,house,,
SN001394,house where the girl stays during her initiation,inu_maurata,,,,culture,,
SN001395,cooking house; kitchen,inu_nahunahu,,,f71e4ad0053b1f063f9b03457858c8ef ; cdead280a1effd358a923100b7cad44e,house,,
SN001396,copra drier,inu_sibono_kavuraa,,,,agriculture,,
SN001397,copra drier; house where coconuts are roasted,inu_sibono_overe,,,,agriculture,,
SN001398,stable,inu_teo_naovana,,,,house,,
SN001399,house built on stilts,inu_vaa_gina,,,1fd8ce5f5984d54ca7531916b1458067 ; a894f9ddd5d6367ccaea92472107395d ; c64fcfeb2fb43e535c87a0f359b5c4e9,house,,
SN001400,house where the boys' hair is shaved in the gerugeru ceremony,inu_vaa_kamuru,,,,house ; culture,,
SN001401,house built on the ground rather than on stilts,inu_vaa_putaa,,,5406e86edd20093d97f9035a6b3119b4,house,,
SN001402,house where young men receive incisions that mark their clan membership,inu_vaa_tavatava,,,273650683599aa5b343ca318c7b2ba4f,culture,,
SN001403,house built on the ground,inu_vaa_teo_kasuana,,,51e7cf44f36b72f0aaa7c485e78c1344 ; 5406e86edd20093d97f9035a6b3119b4,house,,
SN001404,shop; house where something is sold,inu_vaavon,,,c0222c5c8d486b647670c79c4a52e665,economics,,
SN001405,maternity hospital,inu_vahuhu,,,,house,,
SN001406,house built on the ground,inu_vaputaa,,,51e7cf44f36b72f0aaa7c485e78c1344 ; 5406e86edd20093d97f9035a6b3119b4,house,,
SN001407,stone house,inu_vasu,,,,house,,
SN001408,hospital,inu_vatagae,,,,house,,
SN001409,house in which noses are pierced as part of the child-blessing ceremony called vaasipoana,inu_vatokoro,,,,house ; culture,,
SN001410,sea-sausage,iobo,,,641153a05a178bbd99625f3b4ffe444c ; b837abdc6838c425a16264e2141cf603,"animals, unclassified",,Holothuriidae
SN001411,"type of sea-sausage, found further away in the reef, stronger and shorter than the sea-sausage called iobo mahaa",iobo_suuna,,,dae95ca6a745baa666e11f6923665b27,"animals, unclassified",,
SN001412,splash,ioo,,,,motion,,
SN001413,stingray,ipaava,,,e7ee94c7ddb93c5c62dbd02946b740b2 ; 10db5c214c1d7ffca4504d6289613f69,"animals, fishes",,dasyatidae
SN001414,measure something; use something for measuring something,ipinoo,,,,quantification,,
SN001415,"measure, measurement; size",ipinoo_2,,,,quantification,,
SN001416,"stone axe with a sharp end, used to chop down the banana tree in the maurata ceremony",ipoa,,,,tools & weapons,,
SN001417,planks,ipoana_1,,,1222a413d4a2d3833e56559350a7c395,house,,
SN001418,stone axe,ipoana_2,,,,tools & weapons,,
SN001419,"basal leaf sheath, part of the coconut palm that looks like a piece of cloth and is used for squeezing grated coconut",iposi,,,19bd9ca37c2df85a3f6491d513fc22cd ; b51a83a93a72ec500fede5c0cd3f1443 ; 85aaaca61079aec07867aaec5ca44bd0,plants ; food & drink,,
SN001420,hug; embrace,ipoto,,,,social interaction,,
SN001421,catch an animal with one's hands; grab an animal,ipoto,,,,"animals, unclassified",,
SN001422,visit someone; drop by to see someone; check,ira,,,,unclassified,,
SN001423,wind; breeze; storm,iravata,,,8620b643fdf985846707b0e0fb905e6b ; b04182ab8f17c8b02dcb8267fc067aa4,environment,,
SN001424,fishhook,iri,,,726abdd1267bcb005060808509334361,tools & weapons,,
SN001425,edge of the reef,irihi,,,af9229de99ee0ed3c0ca9c886937bc26,environment,,
SN001426,back of the head,iru,,,,body & health,,
SN001427,fill many containers with water or some other liquid,isuisuvu,,,,containers,,
SN001428,joint,isuku,,,,body & health,,
SN001429,elbow,isuku_kuri,,,2502b2ddbc4d09689928de608238e417,body & health,,
SN001430,underarm,isuku_kuri,,,,,,
SN001431,knee,isuku_moo-,,,0949e0525e3f0a241c3289cc0a543de3,body & health,,
SN001432,fetch water,isuvu,,,,containers,,
SN001433,fill a liquid (into something),isuvu,,,,food & drink,,
SN001434,fill a container (with water),isuvu,,,,,,
SN001435,use something to fetch water; fetch water with something,isuvu_ruene_ni,,,8ab2f6006f553021bbebef5b2ed82227,transfer ; unclassified,,
SN001436,stern; rear of a canoe,itao,,,,boats & other means of transport,,
SN001437,sit in the back of a canoe and paddle for somebody,itao_ki,,,23e15dda513c624637af4c17e9c661b9,fishing,,
SN001438,"edible, umbrella-shaped mushroom",itoovi,,,25d7d73b73588d36ff541f833e64a492,plants,,
