ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV000657,tio,O vua bareru o nin hata bara pees,,,The poison bulp fruit tastes bad and bitter.,,,Jan 01W 231,SN000354 ; SN002981
XV000658,tio,""".. enaa pasi vaasusu avameam a meha taba."" Mepaa vaasusu ri bari bona meha taba.",,,"(The giant said to them,) ""I´ll teach you something else."" And (he) taught them another thing.",,,Sii 06RG 046-047,SN000355
XV000659,tio,Meori paa dee vaavaha bene roosuu meori pae ni bari.,,,And they carried the giant away and they buried him.,,,Aro 12R 140,SN000355 ; SN000685 ; SN003170
XV000660,tio,"Meori paa paku bono sinivi, meori koro vakavara bari.",,,"And they made the canoe, and they finished carving it.",,,San 02R 036-037,SN000355
XV000661,tio,"A tapeako a puara to ani ori, mea kavara na tavaan bari paa buraa roho ...",,,"Wild manioc they ate, and all these people vomited ...",,,Sia 01E(Joy) 146-147,SN000356 ; SN000616 ; SN003595
XV000662,tio,Teo peho vuri teitei roho a bua sii tom maagee. A bua sii tom maagee bari ere Horivana bo Moogee.,,,Once upon a time there were two friends. These two friends were Hurricane and Monkey.,,,Gol 01R 002-003,SN000356
XV000663,tio,"A barii na paru vasiihum koana. A iana bona a karikarivana, na tei rori o buaku o kaku barii ei tahii: o peho kaku na dao raara bona haehae; o vaabuaku he na dao raara bona sivasu. A karivana na bua barii vaarii na vaapeha koari. A suin riori na paruparu vasiihum bata koana. Na tei me nana bono hum peepee vihinae. Na teitei rori irihi bara namana. Beo puhana, eori repaa tei komana kopua. Na aniani rori bono pesuu ae amaa pao vaa toona vasu. A barii eove a iana a monamonaa.",,,"The drummer is a bit blackish. This fish is scaly. There are two kinds of drummer in the sea, one is called haehae, while the second one is called sivasu. The scales of these two drummers are just the same. Their body is blackish. It has a sort of sharp razor (lit. a cutting part) on its tail. They stay at the edge of the reef and in the ocean. When it is high tide, they stay inside the lagoon. They eat the brown seaweed and the weeds on the stones. The barii is a greasy fish.",,,Vaa 09W 054-064,SN000357
XV000664,tio,"Bea barii a rutaa na dao raara bona babarii, be beera maa, eara repaa dao eve bona barii, beve beera oha, eara returnpaa dao eve bona haehae.",,,"When the drummer is small, we call it babarii, when it becomes bigger, we call it barii, and when it becomes bigger yet, we call it haehae.",,,Eno 11W 267-272,SN000357
XV000665,tio,A barii eve a iana a monamonaa. Eve mee a iana a rakerake tea abana.,,,The drummer is a greasy fish. It is also a fish that is liked a lot by the people.,,,SiiSen 01W 041,SN000357 ; SN003723
XV000666,tio,Barii. O naono o beera. Na purapura batana kasuana.,,,Black-Tree. A big tree. It grows along the beach.,,,Joy 12W 059-061,SN000358
XV000667,tio,O barii o naono ubiubi tea tavaan mene vaanoto suraa.,,,The Black-Tree is a tree whose wood the people collect for making fire.,,,Joy 12W 062,SN000358 ; SN002903 ; SN005075
XV000668,tio,O kapa no naono barii o paru.,,,The bark of the Black-Tree is black.,,,Ond 04W 001,SN000358
XV000669,tio,A basiaun na tara potee nana bona magara. A iana bona mee na tei me nana bono magara. A iana bona a mataa kurus.,,,"The Goldsaddle Goatfish looks like the beardfish. This fish has a beard, too. This fish is very good.",,,Sii 42W 007-009,SN000359
XV000670,tio,O basu na purapura batana tea hatana ge komana boon.,,,The nipa palm grows in muddy places or in the mangrove swamps.,,,Joy 12W 069,SN000360 ; SN001052 ; SN003632
XV000671,tio,A paka nae na bebeahu potee nana bona paka atovo.,,,Its leaves are long like sago palm leaves.,,,Joy 12W 070,SN000360
XV000672,tio,"A paka basu na kosi riori, eori repaa huha bari mene taboo inu.",,,They cut the nipa palm leaves and then they sew them together for making house walls.,,,Joy 12W 071-072,SN000360 ; SN001278 ; SN001390
XV000673,tio,"Hua bata koa, meori paa vaagunaha bona kave.",,,"Just paddling along, they let the net down.",,,Mor 03E(Eno) 053,SN000361 ; SN005197
XV000674,tio,"Ahiki, enaa paa vaagoagon komana bata maa nom.",,,"No, I just come for pleasure along here.",,,Vae 01R 053,SN000361 ; SN005180
XV000675,tio,Enaa mee na paku bata nom a kiu bona.,,,I also did this work for a while.,,,Iar 01R 071,SN000361
XV000676,tio,Eori bata o vahara beiko bari.,,,They also were these children (I taught).,,,Pur 01R(Pur) 354,SN000362
XV000677,tio,"A tavaan na rosin roho Kekesu tea Kea Senta, amaa kan sumeke bara amaa vahara beiko bata.",,,"The people fled to the Kekesu Care Centre, the old people and the children as well.",,,,SN000362
XV000678,tio,A kuriri bata.,,,Shell money as well.,,,Vos 03R(Vos) 180,SN000362
XV000679,tio,Kopaa vamataa batai.,,,Cut it open well.,,,SiiSen 01W 273,SN000363
XV000680,tio,A oraa na an batana bona maa iana.,,,The demon is eating the fish.,,,Mor 03R 064,SN000364 ; SN002798 ; SN003093
XV000681,tio,"O buuniau o peho sii kaku taba to teitei batana tahii, ...",,,"The squid is a little kind of animal that stays in the sea, ...",,,Eno 11W 026,SN000364 ; SN004335
XV000682,tio,"E subuava repaa pita nao, pita batanai, tea bon kou ei, ...",,,"The old woman walked, walked for a while now, in this night, ...",,,Mui 01R 045-047,SN000365
XV000683,tio,bea taba vai tanihi batanai,,,"when this thing is sounding now,",,,San 03R 125,SN000365
XV000684,tio,e sumeke na smart vira batanai,,,the old man is still very smart,,,Pur 01R(Pur) 448,SN000365
XV000685,tio,"Amaa saenis vai me to nomaa batanai teo hum vaa tea respect, ...",,,"Also, the changes that are coming along now concerning respect, ... (lit. in the area of respect)",,,Rum 01R 408,SN000365
XV000686,tio,Beara magemagee batara ...,,,When we want something very much ...,,,Val 01R 082,SN000366 ; SN002358
XV000687,tio,... beara hua hovo batara komana boon.,,,... when we are paddling inside the mangroves.,,,Sii 43W 056,SN000366
XV000688,tio,E sinariori pasi makan vakis batari nom bari.,,,Their mother will still feed them for a while. (i.e. the hen the chickens),,,Sii 43W 078,SN000367 ; SN006690
XV000689,tio,"O kaavisu na teitei batari tea maa patana, eori he toro nao bata koari, saka antee haari tea hio.",,,"The kavisu (a halfbeak species) stay in the thicket of seaweed, they must move, they cannot be motionless (lit. sit).",,,Eno 11W 100-102,SN000368 ; SN001142 ; SN001468 ; SN002877
XV000690,tio,Enaa kahi butara batau tea pita.,,,I'll try to walk.,,,Sia 01E(Joy) 138,SN000369 ; SN000643
XV000691,tio,Enaa toro paku bau to hoi raviana.,,,I must perhaps make a basket from raviana vines.,,,Nan 03E(Eno) 056,SN000371
XV000692,tio,Dorana bau o vinu to tei naa Kekesu.,,,I stayed at Kekesu for maybe four years.,,,Sii 01R(Sii) 037b,SN000371 ; SN000707
XV000693,tio,O taonim bau o hagi.,,,Five dances perhaps.,,,Vaa Mah 05R 033,SN000371 ; SN004592
XV000694,tio,Mea ta Australia saka paa antee bau haa tea tatana papahiana ri bari tea puana bona.,,,"And maybe, the Australians could not defeat them by themselves in this war. (And so the Australians formed an alliance with the other countries, America and New Zealand, ...)",,,Eno Tah 01E(Eno) 010,SN000371 ; SN004767
XV000695,tio,"Be hiki ta iana, enaa repaa ani ameam!",,,"If there is no fish, I am going to eat you!",,,San 01R 040,SN000372 ; SN001126
XV000696,tio,"Murinae be kavara, are paa vaanoto suraa.",,,"After that, when it is finished, we light a fire.",,,Hel 01RG 041,SN000372 ; SN002779
XV000697,tio,"Be tamanae nao tahii tea vagana, ere Toovarapiri bara moon vai na nao rori mohina.",,,"When his father went out to the sea to fish, Toovarapiri and this woman went to the garden.",,,Nan 03E(Eno) 020,SN000372 ; SN002796
XV000698,tio,Ean paa tara be boko tavusu maa o supi.,,,You see that the sprout comes out breaking through the coconut husk.,,,Joy 17W 012,SN000373 ; SN000528 ; SN004240
XV000699,tio,"Bean tara a paka no kaoto be gogooravi, ean paa kona koa a revasin ne Matabuu eiei.",,,"When you see that the leaves of the kaoto tree are red, you know that this is Matabuu's blood. (lit. When you see the leaves of the kaoto tree that (they) are red, ...)",,,Val 03E(Eno) 120,SN000373
XV000700,tio,"Be subuava nao vananaoana bana, ore paa pita pete.",,,"When the old woman walked further away again, he walked on.",,,Aro 01R 066,SN000374
XV000701,tio,"Be Biroo nomaa, ean paa goe tea baitono,",,,"If Biroo comes, you must not listen,",,,Aro 05E(Eno) 079,SN000374
XV000702,tio,"Toro tei vakahu, be mei nana tea mahaka.",,,Hurry up before they (the leaves) dry up.,,,Sii 34W 017,SN000375 ; SN004870 ; SN005769
XV000703,tio,"Beara mei rara tea tahoa, amaa taba vaarii toro vaamatatopo.",,,"Before we set off, these things must be prepared.",,,Eno 15W 003,SN000375
XV000704,tio,"Enaa kahi vaagunaha rom unoman, benaa mei nom tea voosu vo vaan tenaa.",,,I am going to drop you off halfway before I come back to my village.,,,Vae 01R 331,SN000375 ; SN000443 ; SN002600 ; SN002602 ; SN003854 ; SN005199
XV000705,tio,"Be nao vo sau, eve nao batana.",,,"Wherever (he) went, she went.",,,Aro 07R 061,SN000376
XV000706,tio,"Bea sii otei nao vo sau, e subuava mee toro tei rihina bata koana bona.",,,"Wherever the man went, the old woman had to be close to him.",,,Aro 07E(Eno) 095,SN000376 ; SN000489 ; SN004859
XV000707,tio,"Be Moogee rosin vosau, o hum bona mee toro tagaru batana.",,,"Wherever Monkey fled to, that place was also shaking.",,,Val 02E(Eno) 031,SN000376 ; SN004394
XV000708,tio,"Bea huan siko maa, ean repaa gonogono hovo nasu amaa nahu.",,,"If it starts to rain, you get the pots inside.",,,Aro 02E(Eno) 008-009,SN000377 ; SN000904
XV000709,tio,bea aba gea tabae,,,be it a person or whatever,,,Sii 06E(Joy) 005,SN000377 ; SN000818
XV000710,tio,"Bea otei nao tea tataeana, e subuava nao batana.",,,"When(ever) the man went to the toilet, the old woman came along.",,,Aro 07R 059-060,SN000377 ; SN004764
XV000711,tio,"Bea paka taovu tean meapa, ean paa aha e bono kakaamuru.",,,"When your taovu leaves have become soft and flexible, you scrub them with white sand.",,,Sii 41W 040,SN000378 ; SN002571
XV000712,tio,Ahiki bea bua tom keara moroko.,,,The two sisters did not speak. (lit. It did not exist that the two sisters spoke),,,Aro 03E(Eno) 036,SN000379 ; SN002726
XV000713,tio,"Gii, nao ean re tara maa bea abana vahusu kepo vakavara vai bono sinivi.",,,"Gii, go and see if the men are close to finishing the carving of the canoe.",,,Aro 02E(Eno) 088,SN000379
XV000714,tio,Beo susuoo naovo are paa baitono batara bea pakapaka riori vagarii batana.,,,"When the Blyth's Hornbills fly, we hear their wings rustling (lit. we hear that ...).",,,Sii 10W 047,SN000380 ; SN005619
XV000715,tio,Be beaka ore paa paepae vahaa bono tae teve.,,,"(The cat is a clean girl.) When she defecates, she buries her excrements",,,Sii 09W 028,SN000381 ; SN003175 ; SN004382
XV000716,tio,... evehe beaka maa bona matanae.,,,... but (Piipiiana) shat into his eyes.,,,Viv 01R 132,SN000381
XV000717,tio,"Beo usu beaka bona vunuu riori, a vunuu riori repaa kakaavoo oha teo niha.",,,"When the lice excrete on their hair, their hair becomes white all over because of the nits.",,,Sii 33W 156-157,SN000381
XV000718,tio,... mooruu he nomaa mepaa ma beaka ni bona ohita.,,,"(And when they were carving the canoe,) a dove came and excreted a galip nut.",,,Aro 08R 004,SN000382 ; SN002963
XV000719,tio,"Beam saka hee komana ni eam, eori repaa vaaporo vamate ameam.",,,"If you don't surrender, they will shoot you dead. (lit. if you don't give yourself)",,,Mah 13E(Eno) 197-198,SN000383 ; SN000726 ; SN001074
XV000720,tio,"Eve beam kahi vaarova koa mae, o taapeau man ei, ae a vuhun man!",,,"But when you lose him, the spear will be yours, and the bow! (i.e. Spear and bow will kill you!)",,,Aro 07R 086,SN000383
XV000721,tio,Ahiki beam gaga to marasin?,,,You did not drink any medicine?,,,Eno Tah 01E(Eno) 068,SN000384 ; SN002466
XV000722,tio,"enaa na rake nom beam vaahae anaa,",,,"I want you to let me come on board (of one of your canoes),",,,Mor 03R 059-060,SN000384
XV000723,tio,"""Enaa na rake nom, beam no mosi kamanaa to buo kaverau.""",,,"""I want you to go and cut bamboos (kaverau).""",,,Skae 03W 025-026,SN000384
XV000724,tio,"enaa na rake vo nomen, beam ma paku ta peha taba,",,,"I want you to come and set up something here, (lit. I want (it) like this that you come (and) make one thing).",,,Mor 01R 621,SN000384 ; SN003722
XV000725,tio,"Bean vaakavara a vuhun, teo boni to pasi kavara nae, ...",,,"When you have completed the bow, on the day when it is completed, ...",,,Vae 01R 007-008,SN000385
XV000726,tio,"Bean rake ta nao, ean paa nao papahiana.",,,"If you want to go, you go by yourself.",,,Aro 05R 143,SN000385
XV000727,tio,"Bean nagunagu tea ihuana, ean repaa nao nasu.",,,"If you get tired of waiting, go ahead.",,,Asu 01E(Eno) 054,SN000385 ; SN002915
XV000728,tio,Me sa mataa vaha haana bean ma gangan vira vaha ni ka nom anaa.,,,And it would not be nice if you came and chased me back again now.,,,Vae 01E(Eno) 244,SN000385
XV000729,tio,Ahiki bean vaan ae tagi vamataa a sii beiko tenaa.,,,You neither properly fed nor cared for my poor child. (lit. not exist that you fed ...),,,Nan 03E(Eno) 192,SN000386 ; SN004402
XV000730,tio,Enaa na rake nom bean vaataverete potee anaa a iana.,,,I want you to turn me into a fish (lit. I want that you change me like a fish),,,Sha 01RG 053,SN000386 ; SN003720 ; SN005507
XV000731,tio,"Aa, a tabae bene a kihivahoboo? Enaa na rake nom bean sue vamatamataa kurus kamanam.",,,"So, what is this kihivahoboo? I want that you explain it very clearly to us.",,,Mah 01R(Sao) 007,SN000386 ; SN001930 ; SN004147
XV000732,tio,Enaa na reasi nom bean goe a sikuru.,,,I dislike that you don't want to go to school.,,,SiiSen 01W 557,SN000386
XV000733,tio,A beana tea ponpon o kara ahono.,,,The bait for the needlefish fish is a blade of seaweed.,,,Eno 16W 028,SN000387
XV000734,tio,"O iana pasi tara mau bona beana be vabunobuno nana, eori repaa ma koto bona beana.",,,The fish will see the bait moving to and fro and then come and bite the bait.,,,Eno 16W 187,SN000387 ; SN002223 ; SN005598
XV000735,tio,"Teo kaku vagana vai, eara na beana rarai.",,,"For this kind of fishing, we put baits on it (the hook).",,,Eno 15W 007,SN000388 ; SN003756
XV000736,tio,"Bean sa hee haa nie, ean paa beana hata, ean paa kamis.",,,"(Sometimes the amarao gardian who cared for you would be given a woman from your clan.) If you don't give her, you would be in danger, you would get ill.",,,Mah 02R 037,SN000389
XV000737,tio,Na antee ri raara tea rahi tea huuhua ge beara beana kie.,,,We can catch it (the sea pike) by angling while paddling or when we use baits for it.,,,Eno 11W 240,SN000390
XV000738,tio,Na gono kaakoo mi raara tea huuhua ge beara beana kie.,,,"We get it (the sea pike) by casting a line while paddling, or when we angle with a bait for it.",,,Eno 20W 032,SN000390
XV000739,tio,A kareepana na beana ni riori.,,,"The dwarf mullet is used as a bait. (lit. The dwarf mullet, they use as a bait.)",,,Joy 26W 126,SN000391 ; SN001762
XV000740,tio,"Eara he toro beana nio evo, urita, iobo ge a iana komana vahaa, beara peepee varutarutaa e.",,,"We must use mackerels, octopuses, and sea-sausages as a bait, or even a fish after we have cut it up into little pieces.",,,Eno 15W 008,SN000391 ; SN002986 ; SN003362
XV000741,tio,"Nomana na rahi raara bona sitiring, beara beana nia kaukau tea taragao.",,,"Today, we catch it (the spinefoot) with a plastic line, when we fix a bait of sweet potato on the taragau hook.",,,Eno 11W 166-167,SN000391
XV000742,tio,Na rahi raara bona sitiring beara beana ni ta beana.,,,We catch it with a string after we have put a bait on it.,,,Eno 11W 015,SN000392
XV000743,tio,"Beara hee komana ni eara, a hata, ...",,,"If we surrender (lit. give ourselves), it is bad, (but it also has also its good side).",,,Mah 13E(Eno) 195,SN000393 ; SN000728 ; SN001075
XV000744,tio,"Beara no suguna, ean repaa no moroko vatotobin koa.",,,"When we arrive, you just tell the truth.",,,Mah 13E(Eno) 310,SN000393 ; SN002738
XV000745,tio,"Beara voosu maa, amaa moon repaa nao tea gogi.",,,"""When we get back home, the women will go to do the gogi ceremony.",,,Sii 06RG 165,SN000393
XV000746,tio,Maagee! Enaa na rake nom beara vamokomoko.,,,Friend! I want us to compete with one another.,,,Gol 01E(Eno) 006,SN000394 ; SN005910
